LoanID,CustomerID,ProductID,BranchID,DisbursalDateKey,DisbursalDate,MaturityDate,LoanAmountUSD,InterestRate,TenureMonths,MonthlyEMI_USD,LoanPurpose,CollateralValueUSD,ApprovalRiskRating,LoanStatus,IsNonPerformingAsset,WriteOffAmountUSD
LN-10136,CUST-0282,PRD-EQUIP,BR-102,20260303,2026-03-03,2031-03-03,149200.0,0.084,60,3053.88,Medical Imaging Scanner,215469.57,AAA - Low Risk,Current / Performing,0,0.0
LN-10137,CUST-0006,PRD-SME,BR-101,20231228,2023-12-28,2030-12-27,67500.0,0.1,84,1120.58,Inventory Stocking Q4,84411.46,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10138,CUST-0022,PRD-EQUIP,BR-110,20251211,2025-12-11,2030-12-11,123400.0,0.114,60,2707.7,Industrial CNC Machine,165156.22,CCC - Elevated Risk,Charged Off / Written Off,1,80305.84
LN-10139,CUST-0166,PRD-MORT,BR-102,20260314,2026-03-14,2046-03-14,632000.0,0.0875,240,5585.05,Refinance Existing Mortgage,914464.74,DDD - High Default Probability,Current / Performing,0,0.0
LN-10140,CUST-0013,PRD-MORT,BR-104,20251210,2025-12-10,2045-12-10,580600.0,0.0575,240,4076.3,Primary Residence Purchase,746944.72,AAA - Low Risk,Current / Performing,0,0.0
LN-10141,CUST-0879,PRD-EDU,BR-105,20231025,2023-10-25,2027-10-25,43400.0,0.114,48,1130.14,Master of Science in Data Analytics,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10142,CUST-0401,PRD-SME,BR-111,20260526,2026-05-26,2030-05-26,349400.0,0.12,48,9201.04,Inventory Stocking Q4,477180.68,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10143,CUST-0914,PRD-AUTO,BR-108,20230323,2023-03-23,2029-03-22,28900.0,0.103,72,539.78,Certified Pre-Owned Luxury Car,39275.91,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-10144,CUST-0677,PRD-EDU,BR-105,20231009,2023-10-09,2033-10-08,33600.0,0.094,120,432.94,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10145,CUST-0314,PRD-AUTO,BR-102,20241117,2024-11-17,2030-11-17,48800.0,0.083,72,862.79,Certified Pre-Owned Luxury Car,61915.47,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10146,CUST-0742,PRD-EQUIP,BR-103,20240819,2024-08-19,2028-08-19,56900.0,0.094,48,1426.79,Medical Imaging Scanner,86697.12,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10147,CUST-0194,PRD-PERS,BR-109,20251010,2025-10-10,2029-10-10,32900.0,0.15,48,915.63,Emergency Medical Exp,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10148,CUST-0072,PRD-PERS,BR-101,20230809,2023-08-09,2027-08-09,20100.0,0.12,48,529.31,Home Renovation,0.0,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-10149,CUST-0274,PRD-EDU,BR-112,20241225,2024-12-25,2028-12-25,20600.0,0.094,48,516.55,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10150,CUST-0248,PRD-SME,BR-102,20260602,2026-06-02,2029-06-01,406800.0,0.09,36,12936.13,Inventory Stocking Q4,518979.9,CCC - Elevated Risk,Under Restructuring,1,0.0
LN-10151,CUST-0757,PRD-SME,BR-104,20250217,2025-02-17,2027-02-17,266500.0,0.09,24,12174.98,Technology & IT Modernization,331075.07,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10152,CUST-0414,PRD-AUTO,BR-109,20240322,2024-03-22,2030-03-22,32700.0,0.083,72,578.14,Certified Pre-Owned Luxury Car,41265.59,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10153,CUST-0457,PRD-SME,BR-106,20230703,2023-07-03,2030-07-02,152000.0,0.09,84,2445.54,Inventory Stocking Q4,193207.92,AAA - Low Risk,Current / Performing,0,0.0
LN-10154,CUST-0631,PRD-EQUIP,BR-112,20260206,2026-02-06,2028-02-06,63800.0,0.114,24,2985.44,Medical Imaging Scanner,100128.01,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10155,CUST-0965,PRD-EQUIP,BR-109,20231227,2023-12-27,2028-12-26,109900.0,0.084,60,2249.47,Warehouse Forklift Fleet,170643.37,AAA - Low Risk,Current / Performing,0,0.0
LN-10156,CUST-0252,PRD-MORT,BR-102,20241028,2024-10-28,2044-10-28,698100.0,0.0575,240,4901.24,Investment Property Buy,1058310.94,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-10157,CUST-0166,PRD-EQUIP,BR-102,20260526,2026-05-26,2028-05-25,35400.0,0.114,24,1656.5,Warehouse Forklift Fleet,42874.95,DDD - High Default Probability,Current / Performing,0,0.0
LN-10158,CUST-0768,PRD-SME,BR-103,20240529,2024-05-29,2031-05-29,424700.0,0.12,84,7497.12,Inventory Stocking Q4,584565.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10159,CUST-0769,PRD-AUTO,BR-102,20250710,2025-07-10,2028-07-09,47500.0,0.083,36,1495.06,Certified Pre-Owned Luxury Car,63097.21,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-10160,CUST-0384,PRD-MORT,BR-110,20241218,2024-12-18,2044-12-18,791100.0,0.1075,240,8031.48,Investment Property Buy,1220232.83,DDD - High Default Probability,Charged Off / Written Off,1,442737.91
LN-10161,CUST-0199,PRD-PERS,BR-112,20251103,2025-11-03,2028-11-02,3400.0,0.17,36,121.22,Debt Consolidation,0.0,DDD - High Default Probability,Under Restructuring,1,0.0
LN-10162,CUST-0600,PRD-MORT,BR-110,20250616,2025-06-16,2045-06-16,481700.0,0.0575,240,3381.94,Investment Property Buy,561792.34,AAA - Low Risk,Current / Performing,0,0.0
LN-10163,CUST-0404,PRD-AUTO,BR-107,20230327,2023-03-27,2026-03-26,30100.0,0.073,36,933.53,New EV Purchase,37249.41,AAA - Low Risk,Fully Paid,0,0.0
LN-10164,CUST-0170,PRD-EQUIP,BR-102,20251007,2025-10-07,2027-10-07,37400.0,0.084,24,1698.33,Warehouse Forklift Fleet,56670.74,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10165,CUST-0286,PRD-EDU,BR-101,20240517,2024-05-17,2028-05-17,67000.0,0.074,48,1616.86,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10166,CUST-0476,PRD-AUTO,BR-102,20230721,2023-07-21,2029-07-20,40300.0,0.083,72,712.51,Certified Pre-Owned Luxury Car,59810.66,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10167,CUST-0380,PRD-MORT,BR-107,20240922,2024-09-22,2044-09-22,516200.0,0.0575,240,3624.16,Refinance Existing Mortgage,809156.91,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10168,CUST-0439,PRD-SME,BR-109,20230709,2023-07-09,2026-07-08,446700.0,0.09,36,14204.94,Working Capital Expansion,608424.9,AAA - Low Risk,Fully Paid,0,0.0
LN-10169,CUST-0041,PRD-EDU,BR-105,20230101,2023-01-01,2027-01-01,65300.0,0.074,48,1575.84,MBA Program Tuition,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-10170,CUST-0509,PRD-EDU,BR-101,20240403,2024-04-03,2029-04-03,12200.0,0.094,60,255.63,MBA Program Tuition,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10171,CUST-0159,PRD-MORT,BR-110,20230612,2023-06-12,2043-06-12,582000.0,0.0675,240,4425.32,Primary Residence Purchase,707977.38,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10172,CUST-0727,PRD-AUTO,BR-110,20250827,2025-08-27,2028-08-26,33200.0,0.083,36,1044.97,Certified Pre-Owned Luxury Car,41040.84,CCC - Elevated Risk,In Default (90+ DPD),1,0.0
LN-10173,CUST-0990,PRD-SME,BR-104,20241024,2024-10-24,2031-10-24,103200.0,0.12,84,1821.76,Technology & IT Modernization,153290.86,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10174,CUST-0619,PRD-SME,BR-107,20240723,2024-07-23,2028-07-23,338300.0,0.14,48,9244.55,New Branch Expansion,394898.3,DDD - High Default Probability,Charged Off / Written Off,1,243614.68
LN-10175,CUST-0879,PRD-EQUIP,BR-105,20251031,2025-10-31,2030-10-31,107300.0,0.134,60,2463.43,Medical Imaging Scanner,171372.48,DDD - High Default Probability,Current / Performing,0,0.0
LN-10176,CUST-0811,PRD-MORT,BR-101,20250829,2025-08-29,2045-08-29,803900.0,0.0575,240,5644.05,Investment Property Buy,1131371.83,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10177,CUST-0407,PRD-MORT,BR-105,20250530,2025-05-30,2045-05-30,823100.0,0.1075,240,8356.35,Refinance Existing Mortgage,1144821.75,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-10178,CUST-0241,PRD-SME,BR-111,20260222,2026-02-22,2033-02-21,120900.0,0.1,84,2007.08,Inventory Stocking Q4,139808.17,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10179,CUST-0784,PRD-PERS,BR-110,20240925,2024-09-25,2028-09-25,25100.0,0.12,48,660.98,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10180,CUST-0548,PRD-SME,BR-101,20251112,2025-11-12,2027-11-12,242500.0,0.09,24,11078.55,Technology & IT Modernization,364592.36,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10181,CUST-0835,PRD-EQUIP,BR-101,20251231,2025-12-31,2029-12-31,99200.0,0.084,48,2440.43,Medical Imaging Scanner,129765.72,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10182,CUST-0673,PRD-SME,BR-110,20260215,2026-02-15,2033-02-14,204900.0,0.1,84,3401.58,Technology & IT Modernization,253994.22,CCC - Elevated Risk,Charged Off / Written Off,1,99301.96
LN-10183,CUST-0883,PRD-SME,BR-108,20230624,2023-06-24,2026-06-23,387200.0,0.09,36,12312.86,Working Capital Expansion,548584.37,AAA - Low Risk,Fully Paid,0,0.0
LN-10184,CUST-0962,PRD-PERS,BR-107,20231008,2023-10-08,2027-10-08,29100.0,0.12,48,766.31,Home Renovation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10185,CUST-0103,PRD-PERS,BR-107,20230821,2023-08-21,2025-08-20,34200.0,0.13,24,1625.93,Emergency Medical Exp,0.0,BBB - Moderate Risk,Fully Paid,0,0.0
LN-10186,CUST-0892,PRD-EQUIP,BR-109,20260123,2026-01-23,2031-01-23,165500.0,0.134,60,3799.61,Medical Imaging Scanner,212484.74,DDD - High Default Probability,Current / Performing,0,0.0
LN-10187,CUST-0416,PRD-EDU,BR-110,20230807,2023-08-07,2028-08-06,21100.0,0.094,60,442.11,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10188,CUST-0245,PRD-SME,BR-103,20230111,2023-01-11,2030-01-10,400000.0,0.12,84,7061.09,Inventory Stocking Q4,548677.51,DDD - High Default Probability,Charged Off / Written Off,1,197981.35
LN-10189,CUST-0632,PRD-MORT,BR-110,20250510,2025-05-10,2045-05-10,621400.0,0.0575,240,4362.75,Refinance Existing Mortgage,715016.2,AAA - Low Risk,Current / Performing,0,0.0
LN-10190,CUST-0405,PRD-AUTO,BR-110,20240322,2024-03-22,2029-03-22,63000.0,0.073,60,1256.41,Fleet Commercial Van,72529.88,AAA - Low Risk,Current / Performing,0,0.0
LN-10191,CUST-0680,PRD-AUTO,BR-112,20231026,2023-10-26,2027-10-26,34500.0,0.123,48,913.61,New EV Purchase,53180.99,DDD - High Default Probability,Current / Performing,0,0.0
LN-10192,CUST-0295,PRD-AUTO,BR-111,20240803,2024-08-03,2029-08-03,23900.0,0.073,60,476.64,New EV Purchase,32574.63,AAA - Low Risk,Current / Performing,0,0.0
LN-10193,CUST-0498,PRD-SME,BR-111,20240324,2024-03-24,2031-03-24,253900.0,0.09,84,4085.02,Inventory Stocking Q4,304532.99,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10194,CUST-0685,PRD-EDU,BR-107,20260322,2026-03-22,2036-03-21,74500.0,0.064,120,842.15,Medical Residency Program,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-10195,CUST-0279,PRD-EDU,BR-106,20240213,2024-02-13,2034-02-12,56900.0,0.114,120,796.74,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10196,CUST-0106,PRD-EDU,BR-111,20231008,2023-10-08,2027-10-08,38800.0,0.094,48,972.93,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10197,CUST-0288,PRD-EQUIP,BR-111,20260420,2026-04-20,2031-04-20,163400.0,0.094,60,3423.72,Industrial CNC Machine,212970.07,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10198,CUST-0837,PRD-AUTO,BR-102,20250423,2025-04-23,2031-04-23,20000.0,0.083,72,353.6,Fleet Commercial Van,28245.91,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10199,CUST-0756,PRD-MORT,BR-104,20240103,2024-01-03,2044-01-03,737700.0,0.0875,240,6519.13,Primary Residence Purchase,892382.91,DDD - High Default Probability,Current / Performing,0,0.0
LN-10200,CUST-0486,PRD-SME,BR-104,20230116,2023-01-16,2026-01-15,199800.0,0.09,36,6353.59,Inventory Stocking Q4,291307.97,AAA - Low Risk,Fully Paid,0,0.0
LN-10201,CUST-0955,PRD-EDU,BR-109,20260414,2026-04-14,2033-04-13,72000.0,0.074,84,1100.81,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10202,CUST-0385,PRD-EDU,BR-110,20250810,2025-08-10,2029-08-10,71200.0,0.094,48,1785.37,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10203,CUST-0819,PRD-AUTO,BR-101,20240507,2024-05-07,2027-05-07,40400.0,0.073,36,1252.98,Fleet Commercial Van,56343.93,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10204,CUST-0092,PRD-EDU,BR-106,20231030,2023-10-30,2033-10-29,15000.0,0.114,120,210.04,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10205,CUST-0169,PRD-EQUIP,BR-102,20260414,2026-04-14,2028-04-13,37800.0,0.114,24,1768.8,Industrial CNC Machine,51648.07,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10206,CUST-0771,PRD-PERS,BR-107,20240618,2024-06-18,2027-06-18,5700.0,0.12,36,189.32,Home Renovation,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-10207,CUST-0046,PRD-EDU,BR-108,20230411,2023-04-11,2027-04-11,56300.0,0.114,48,1466.06,Master of Science in Data Analytics,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10208,CUST-0842,PRD-AUTO,BR-106,20260327,2026-03-27,2032-03-26,51500.0,0.073,72,885.46,Fleet Commercial Van,75778.63,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10209,CUST-0063,PRD-PERS,BR-104,20230407,2023-04-07,2025-04-06,30700.0,0.12,24,1445.16,Emergency Medical Exp,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-10210,CUST-0388,PRD-EQUIP,BR-111,20240120,2024-01-20,2029-01-19,125400.0,0.094,60,2627.51,Warehouse Forklift Fleet,159321.92,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10211,CUST-0378,PRD-EQUIP,BR-111,20251218,2025-12-18,2030-12-18,58200.0,0.084,60,1191.26,Warehouse Forklift Fleet,92092.66,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10212,CUST-0378,PRD-PERS,BR-111,20260118,2026-01-18,2029-01-17,12400.0,0.12,36,411.86,Debt Consolidation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10213,CUST-0532,PRD-AUTO,BR-102,20240718,2024-07-18,2030-07-18,51300.0,0.123,72,1010.95,New EV Purchase,69745.29,DDD - High Default Probability,Current / Performing,0,0.0
LN-10214,CUST-0905,PRD-EQUIP,BR-106,20230908,2023-09-08,2028-09-07,137900.0,0.094,60,2889.42,Industrial CNC Machine,208598.1,CCC - Elevated Risk,Under Restructuring,1,0.0
LN-10215,CUST-0331,PRD-AUTO,BR-105,20230322,2023-03-22,2029-03-21,57700.0,0.073,72,992.06,Fleet Commercial Van,68350.17,AAA - Low Risk,Current / Performing,0,0.0
LN-10216,CUST-0028,PRD-MORT,BR-110,20260415,2026-04-15,2046-04-15,417500.0,0.0875,240,3689.49,Refinance Existing Mortgage,501169.75,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10217,CUST-0636,PRD-EQUIP,BR-108,20240313,2024-03-13,2029-03-13,82000.0,0.114,60,1799.28,Warehouse Forklift Fleet,99241.88,CCC - Elevated Risk,Charged Off / Written Off,1,55076.21
LN-10218,CUST-0352,PRD-MORT,BR-111,20260416,2026-04-16,2046-04-16,691700.0,0.0675,240,5259.44,Refinance Existing Mortgage,856060.14,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10219,CUST-0549,PRD-SME,BR-110,20230329,2023-03-29,2030-03-28,302200.0,0.1,84,5016.88,Technology & IT Modernization,379847.84,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10220,CUST-0408,PRD-EDU,BR-108,20230701,2023-07-01,2027-07-01,37000.0,0.114,48,963.49,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10221,CUST-0782,PRD-EDU,BR-107,20231020,2023-10-20,2027-10-20,78900.0,0.074,48,1904.04,MBA Program Tuition,0.0,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-10222,CUST-0048,PRD-AUTO,BR-101,20240423,2024-04-23,2030-04-23,45700.0,0.073,72,785.74,New EV Purchase,53653.18,AAA - Low Risk,Current / Performing,0,0.0
LN-10223,CUST-0597,PRD-AUTO,BR-111,20250405,2025-04-05,2031-04-05,53300.0,0.083,72,942.35,Fleet Commercial Van,80676.56,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10224,CUST-0653,PRD-EDU,BR-112,20240523,2024-05-23,2028-05-23,33100.0,0.074,48,798.78,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10225,CUST-0441,PRD-SME,BR-110,20260228,2026-02-28,2033-02-27,434300.0,0.09,84,6987.49,Working Capital Expansion,579147.13,CCC - Elevated Risk,Delinquent (61-90 DPD),1,0.0
LN-10226,CUST-0687,PRD-EQUIP,BR-103,20260518,2026-05-18,2031-05-18,125800.0,0.094,60,2635.89,Medical Imaging Scanner,152511.79,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10227,CUST-0031,PRD-EDU,BR-108,20231029,2023-10-29,2033-10-28,51300.0,0.074,120,606.27,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10228,CUST-0904,PRD-AUTO,BR-106,20240125,2024-01-25,2030-01-24,30700.0,0.073,72,527.84,Certified Pre-Owned Luxury Car,48850.25,AAA - Low Risk,Current / Performing,0,0.0
LN-10229,CUST-0230,PRD-MORT,BR-112,20230114,2023-01-14,2053-01-13,482300.0,0.0675,360,3128.19,Refinance Existing Mortgage,751569.32,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-10230,CUST-0627,PRD-EQUIP,BR-101,20240725,2024-07-25,2026-07-25,70400.0,0.084,24,3196.86,Medical Imaging Scanner,83277.8,AAA - Low Risk,Fully Paid,0,0.0
LN-10231,CUST-0018,PRD-SME,BR-102,20250621,2025-06-21,2032-06-20,289500.0,0.12,84,5110.47,New Branch Expansion,354070.23,DDD - High Default Probability,Current / Performing,0,0.0
LN-10232,CUST-0946,PRD-MORT,BR-111,20231126,2023-11-26,2043-11-26,699900.0,0.0575,240,4913.88,Refinance Existing Mortgage,812045.52,AAA - Low Risk,Current / Performing,0,0.0
LN-10233,CUST-0558,PRD-MORT,BR-111,20250808,2025-08-08,2045-08-08,333200.0,0.0575,240,2339.34,Primary Residence Purchase,484844.22,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10234,CUST-0913,PRD-EQUIP,BR-106,20260121,2026-01-21,2031-01-21,72600.0,0.084,60,1486.0,Medical Imaging Scanner,85096.85,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10235,CUST-0482,PRD-EDU,BR-107,20230810,2023-08-10,2027-08-10,73400.0,0.074,48,1771.31,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10236,CUST-0430,PRD-AUTO,BR-107,20260318,2026-03-18,2032-03-17,32000.0,0.073,72,550.19,Certified Pre-Owned Luxury Car,48095.28,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10237,CUST-0461,PRD-EQUIP,BR-107,20230216,2023-02-16,2028-02-16,146800.0,0.114,60,3221.15,Medical Imaging Scanner,204796.17,DDD - High Default Probability,Current / Performing,0,0.0
LN-10238,CUST-0554,PRD-AUTO,BR-105,20230622,2023-06-22,2026-06-21,24000.0,0.103,36,777.8,Fleet Commercial Van,31372.48,CCC - Elevated Risk,Fully Paid,0,0.0
LN-10239,CUST-0789,PRD-AUTO,BR-101,20230529,2023-05-29,2026-05-28,31400.0,0.073,36,973.85,Certified Pre-Owned Luxury Car,49800.79,CCC - Elevated Risk,Fully Paid,0,0.0
LN-10240,CUST-0339,PRD-MORT,BR-111,20260524,2026-05-24,2046-05-24,630500.0,0.0675,240,4794.1,Investment Property Buy,847970.73,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10241,CUST-0463,PRD-EQUIP,BR-106,20260122,2026-01-22,2031-01-22,96000.0,0.134,60,2204.0,Industrial CNC Machine,140436.11,DDD - High Default Probability,Current / Performing,0,0.0
LN-10242,CUST-0066,PRD-EQUIP,BR-107,20250802,2025-08-02,2030-08-02,119600.0,0.084,60,2448.02,Warehouse Forklift Fleet,158232.41,AAA - Low Risk,Current / Performing,0,0.0
LN-10243,CUST-0409,PRD-EQUIP,BR-104,20240117,2024-01-17,2028-01-17,82100.0,0.134,48,2218.87,Medical Imaging Scanner,104365.29,DDD - High Default Probability,Charged Off / Written Off,1,60754.43
LN-10244,CUST-0351,PRD-PERS,BR-110,20240703,2024-07-03,2028-07-03,8800.0,0.15,48,244.91,Wedding & Family,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10245,CUST-0964,PRD-AUTO,BR-101,20260123,2026-01-23,2029-01-22,32000.0,0.073,36,992.46,New EV Purchase,40554.49,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-10246,CUST-0543,PRD-EDU,BR-105,20250127,2025-01-27,2029-01-27,25600.0,0.074,48,617.79,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10247,CUST-0199,PRD-PERS,BR-112,20230903,2023-09-03,2027-09-03,29400.0,0.17,48,848.34,Debt Consolidation,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10248,CUST-0465,PRD-MORT,BR-112,20241031,2024-10-31,2044-10-31,331500.0,0.0575,240,2327.41,Primary Residence Purchase,489963.5,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-10249,CUST-0659,PRD-MORT,BR-103,20240803,2024-08-03,2044-08-03,222900.0,0.1075,240,2262.95,Refinance Existing Mortgage,274121.56,DDD - High Default Probability,Current / Performing,0,0.0
LN-10250,CUST-0357,PRD-SME,BR-107,20231130,2023-11-30,2026-11-29,424100.0,0.09,36,13486.27,New Branch Expansion,567122.38,BBB - Moderate Risk,Fully Paid,0,0.0
LN-10251,CUST-0287,PRD-EDU,BR-109,20241126,2024-11-26,2034-11-26,77500.0,0.074,120,915.9,MBA Program Tuition,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10252,CUST-0821,PRD-PERS,BR-107,20250201,2025-02-01,2029-02-01,21800.0,0.15,48,606.71,Home Renovation,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-10253,CUST-0035,PRD-EDU,BR-107,20240222,2024-02-22,2034-02-21,48900.0,0.074,120,577.9,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10254,CUST-0452,PRD-EQUIP,BR-101,20240822,2024-08-22,2029-08-22,48200.0,0.084,60,986.58,Industrial CNC Machine,58243.99,AAA - Low Risk,Delinquent (61-90 DPD),1,0.0
LN-10255,CUST-0622,PRD-AUTO,BR-112,20230115,2023-01-15,2028-01-15,46200.0,0.123,60,1034.71,New EV Purchase,60971.08,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-10256,CUST-0414,PRD-EDU,BR-109,20230628,2023-06-28,2033-06-27,22400.0,0.074,120,264.72,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-10257,CUST-0760,PRD-SME,BR-103,20250222,2025-02-22,2032-02-22,146400.0,0.09,84,2355.44,Working Capital Expansion,194217.61,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10258,CUST-0949,PRD-MORT,BR-104,20241029,2024-10-29,2044-10-29,312200.0,0.0575,240,2191.9,Investment Property Buy,493225.04,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10259,CUST-0720,PRD-AUTO,BR-102,20260328,2026-03-28,2032-03-27,25200.0,0.103,72,470.67,Fleet Commercial Van,39636.15,CCC - Elevated Risk,Current / Performing,0,0.0
LN-10260,CUST-0511,PRD-EDU,BR-106,20230827,2023-08-27,2027-08-27,72500.0,0.114,48,1887.91,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-10261,CUST-0917,PRD-PERS,BR-102,20231011,2023-10-11,2027-10-11,33300.0,0.15,48,926.76,Home Renovation,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-10262,CUST-0056,PRD-EDU,BR-106,20240121,2024-01-21,2028-01-21,12600.0,0.114,48,328.11,Master of Science in Data Analytics,0.0,DDD - High Default Probability,Under Restructuring,1,0.0
LN-10263,CUST-0190,PRD-AUTO,BR-106,20251231,2025-12-31,2031-12-31,61200.0,0.073,72,1052.24,New EV Purchase,75942.95,AAA - Low Risk,Current / Performing,0,0.0
LN-10264,CUST-0889,PRD-MORT,BR-104,20230216,2023-02-16,2043-02-16,617900.0,0.0575,240,4338.17,Primary Residence Purchase,927251.16,AAA - Low Risk,Current / Performing,0,0.0
